Id,SalePrice
1461,127618.73022203396
1462,162089.10007329634
1463,184269.15733391797
1464,192396.0359412458
1465,190842.16654135796
1466,177040.35099852085
1467,173943.94856813434
1468,168335.00827858874
1469,181636.95551305974
1470,123508.02438419966
1471,198475.62451358326
1472,96833.58723970011
1473,98077.72901292617
1474,149584.92591986246
1475,121363.57814544506
1476,356251.52153370203
1477,253351.2160301209
1478,290808.6992384826
1479,278979.809592923
1480,511920.2515993938
1481,335487.5041569827
1482,204825.4072705124
1483,180756.61194487338
1484,169205.89309916398
1485,178766.1311350619
1486,192268.87183895067
1487,320119.48868520063
1488,230864.81742685116
1489,196357.11540732172
1490,229499.83407449967
1491,195621.82436182737
1492,95704.51770990125
1493,166718.98523450783
1494,297218.5450553336
1495,285071.43634654564
1496,236818.14190684527
1497,179349.01936361956
1498,168757.87031846383
1499,157734.26281613647
1500,160450.88756161224
1501,173357.59178751137
1502,152287.3665518997
1503,271627.1105518141
1504,235531.09837109965
1505,226836.51835867026
1506,184677.27177184433
1507,259907.63855603762
1508,198631.01131721743
1509,159054.29788762503
1510,147700.39206903183
1511,155247.65764119726
1512,173328.7901936141
1513,139456.7568104854
1514,156658.33187455335
1515,195502.60585147576
1516,149396.44602310678
1517,158618.49426926195
1518,134821.75820521644
1519,221171.58803138134
1520,134585.5164482128
1521,139084.52823511092
1522,170981.94541412065
1523,115035.2676124033
1524,121424.14381240193
1525,125461.09316412022
1526,122463.49570507712
1527,108943.17723465465
1528,132034.150655947
1529,149364.52540944619
1530,169387.5100789462
1531,117769.0713193216
1532,96047.86854174109
1533,147520.6887556744
1534,122019.81896080538
1535,151937.4946092931
1536,109136.84187303904
1537,74604.70649083152
1538,138269.71954147142
1539,196417.4336648972
1540,95733.83193504349
1541,142022.8409851277
1542,143093.17257542256
1543,194830.48249722738
1544,85829.63228157781
1545,109961.67646510167
1546,130875.70623099055
1547,137669.66531720443
1548,130808.99401603911
1549,116562.26465157309
1550,135281.2068301593
1551,115787.78343606596
1552,136498.7745749198
1553,143797.40657918438
1554,116652.73911449304
1555,160588.6256939964
1556,87279.34793389068
1557,106990.76654126657
1558,96111.66094695512
1559,74009.64871587399
1560,135763.4751543814
1561,136918.81035549298
1562,129949.7801999676
1563,121310.96516867589
1564,165742.2426397805
1565,146912.14819877612
1566,233074.40219779895
1567,81817.63780722763
1568,239585.50558306937
1569,145865.98805887572
1570,133970.96572455464
1571,118791.90473271262
1572,147279.4897549774
1573,229461.81051045016
1574,111572.87991194324
1575,210661.9096428712
1576,238055.4298671118
1577,189262.5490915131
1578,139433.26718088504
1579,143684.22346987305
1580,191538.4558111351
1581,152558.58038045047
1582,125311.43537512171
1583,319495.5257866279
1584,232708.46356552257
1585,144693.22990123677
1586,75804.60543622947
1587,101760.20111176487
1588,147446.71576292178
1589,105171.39459061842
1590,133845.1174291758
1591,98503.86923962814
1592,122661.07234417036
1593,119392.81374379787
1594,125364.00413434466
1595,107717.5540317526
1596,231595.7524752789
1597,189464.7530376923
1598,206040.59809214744
1599,170763.19866556945
1600,171579.55704272984
1601,71428.52595268255
1602,118354.58490293301
1603,71937.07934429185
1604,274551.8082598288
1605,242207.15021500314
1606,168921.1507279034
1607,173842.14634595966
1608,213205.87190796426
1609,184352.47013805137
1610,152799.0043607247
1611,141726.81111416995
1612,177532.44922813805
1613,171226.80585453304
1614,121302.25947655267
1615,88452.51222090235
1616,78747.0744468845
1617,89783.12909153702
1618,126605.23031576656
1619,140927.51205590242
1620,162332.394338096
1621,139923.81035772726
1622,144356.24858602596
1623,269654.8066755491
1624,220463.14443517482
1625,123680.86805166356
1626,164631.84108613833
1627,189987.69128159792
1628,271112.0734613376
1629,171445.00516540877
1630,374306.7103545465
1631,205227.30628242323
1632,239711.75362266524
1633,167407.2635788114
1634,182750.5792164961
1635,176158.76665809518
1636,160578.67295276828
1637,194021.43757524667
1638,194462.16455330382
1639,183918.923291131
1640,251727.18853729378
1641,174874.57927813215
1642,233333.65387019236
1643,225034.21542747962
1644,224789.89820685048
1645,200828.6628839255
1646,156661.37531878395
1647,157763.39992994865
1648,133989.40329651194
1649,139959.80139334037
1650,116023.97278146962
1651,120715.96469566278
1652,97304.0852377627
1653,98697.5554279811
1654,151904.00047553013
1655,143677.3834789296
1656,146243.91563280145
1657,152348.66419006497
1658,150813.8120552903
1659,127118.74284191556
1660,158152.4679751848
1661,451443.12423626636
1662,378068.49092659575
1663,373993.1269585086
1664,498293.7039171215
1665,306354.34097630717
1666,313253.3335703114
1667,362876.47900661
1668,333644.40889628
1669,284508.1441309561
1670,338848.0120967743
1671,277563.70679853985
1672,474559.81874695636
1673,290069.63749508106
1674,240336.84595548586
1675,196109.3041377902
1676,193122.0540682718
1677,219986.11728204414
1678,489677.0384933896
1679,402142.26676598215
1680,340782.7000088931
1681,244990.11436412937
1682,305097.5836512065
1683,187130.05571776605
1684,175789.3819449407
1685,174723.8062349065
1686,173047.45607577468
1687,169170.105489553
1688,188957.67407487996
1689,191734.65559361337
1690,191396.43624390295
1691,181188.77852466734
1692,247039.03823990413
1693,169350.23463058745
1694,178898.00317086204
1695,162991.0475785684
1696,275632.8056390397
1697,164938.542398584
1698,345552.89972508355
1699,323624.6090770386
1700,252146.1590829356
1701,268559.0127209846
1702,250661.95027348612
1703,252007.28602982606
1704,281441.6594942004
1705,223742.29840888068
1706,331490.53057478747
1707,212277.32450615393
1708,207749.58077014165
1709,260634.40667277714
1710,216940.48378367943
1711,259417.12862538255
1712,259919.00693118124
1713,278824.6120916315
1714,219646.8562708573
1715,205275.022956993
1716,181168.32139925213
1717,170978.73962323705
1718,135634.25943551128
1719,202426.0969933157
1720,227983.0019952099
1721,160220.01941589816
1722,120682.77858994382
1723,153982.43371313965
1724,208551.04892985057
1725,234054.23847968216
1726,190913.28377442437
1727,164136.26761757964
1728,174262.3512111709
1729,162965.58739067602
1730,149257.91123216946
1731,123885.83085626658
1732,130312.42565920422
1733,118662.47411522851
1734,121708.2909283695
1735,131411.816156427
1736,116673.951531243
1737,316251.67424327
1738,225027.866526604
1739,262786.24109539494
1740,219879.32030805293
1741,189782.25663943318
1742,170824.1862412941
1743,176290.91380167377
1744,309431.5727283408
1745,226751.08025346458
1746,188186.37481836238
1747,215964.9769005098
1748,228752.09505497938
1749,152496.31839910382
1750,133891.75905214137
1751,244626.18429848412
1752,119759.36974976232
1753,146469.25344867937
1754,194721.60507105116
1755,166562.47794569458
1756,125895.41650319194
1757,121010.09441510405
1758,145093.4521193706
1759,162235.00839330908
1760,166428.27276172448
1761,146693.85662114178
1762,178776.25208832725
1763,170459.68235029094
1764,117244.83112809295
1765,152765.01589431663
1766,182287.67596485626
1767,219337.9822257775
1768,144815.78163237023
1769,167625.48149506122
1770,145641.25923562874
1771,125510.78780052642
1772,138801.68646882393
1773,129276.09463863533
1774,143227.36470782984
1775,137815.1569753565
1776,122849.40458150287
1777,115941.98592095604
1778,137864.21909391545
1779,119992.07656308134
1780,167723.3482266267
1781,129632.35337805159
1782,93873.5187310157
1783,137810.22149291387
1784,103857.65515570248
1785,119592.66449415796
1786,146391.96193368535
1787,160605.2384853461
1788,65094.678374578754
1789,99692.84455066881
1790,88382.90629858611
1791,183211.4016097632
1792,155824.8690728994
1793,130219.39471998061
1794,146668.10785339985
1795,135592.10746558002
1796,122086.36271913473
1797,114106.02810384972
1798,125923.677290927
1799,113109.41484714102
1800,129904.20080608682
1801,126364.65927953065
1802,128881.38814522976
1803,150449.5972247858
1804,145651.31532981983
1805,137257.12251380202
1806,124331.22618862394
1807,122020.56427783846
1808,119276.28601642439
1809,113256.51858360905
1810,135914.39091641986
1811,102731.41840609926
1812,99516.20642554043
1813,120644.89652882895
1814,94783.69148208051
1815,61944.781507725136
1816,101680.7043398806
1817,115460.39229619688
1818,144372.61241513505
1819,125304.36434367255
1820,58065.616300179056
1821,110069.69920322257
1822,149084.68783284756
1823,46442.198812977666
1824,131635.20144098485
1825,132982.01406669017
1826,106666.28590338462
1827,103784.8035691537
1828,134737.59903651493
1829,117373.16138651416
1830,135801.71680979783
1831,144364.04055277145
1832,90237.99787022131
1833,141916.68746990492
1834,126499.30656341555
1835,124399.28441528634
1836,130471.04879481663
1837,93035.17675779464
1838,125395.04021843598
1839,100243.52463282194
1840,145387.227793426
1841,135761.75466985608
1842,89663.14281089118
1843,137388.59837566465
1844,137636.99732092535
1845,140798.9231346476
1846,153114.56810771977
1847,164558.44654256396
1848,60431.71494685423
1849,113192.01326199318
1850,120719.99965975834
1851,153340.72641094847
1852,127547.51530357181
1853,132614.41170548502
1854,163339.25995944132
1855,148941.8149204586
1856,223283.43996891414
1857,150345.00248960097
1858,141227.80513504284
1859,117069.30834897021
1860,158543.4167777223
1861,117637.3241782694
1862,285851.1959192407
1863,274945.67155259376
1864,274951.2368989566
1865,321271.36252077355
1866,321229.444553979
1867,228266.26074137338
1868,300364.93071887497
1869,204232.52541200563
1870,225900.0068598995
1871,236130.58169478725
1872,175978.2597617916
1873,233588.91945864892
1874,144917.47104495915
1875,193164.2877112659
1876,192943.18983064446
1877,212743.8149085181
1878,207053.31001261683
1879,130806.54430348414
1880,136167.480053687
1881,246765.88323521957
1882,246257.09541504562
1883,193383.6949109713
1884,208539.93249114498
1885,232044.81784486055
1886,285150.30671211093
1887,209148.23813955678
1888,268215.8961645671
1889,170176.49844688005
1890,120813.76479020559
1891,129839.79580154413
1892,104804.328958887
1893,131269.2780807846
1894,130257.09897205395
1895,137515.35314038768
1896,121394.42704538774
1897,124037.50114055732
1898,114050.60724125511
1899,151989.0189340902
1900,143109.9444722016
1901,171003.30877949332
1902,147702.33061423595
1903,222027.10298584125
1904,135041.51649821192
1905,191904.88290679385
1906,149530.12574563758
1907,204001.2323604466
1908,111685.26182683284
1909,137598.99087848692
1910,124637.25954259661
1911,206684.6230487058
1912,308516.85091987206
1913,147818.08967193877
1914,58313.42747127823
1915,330853.2112574752
1916,62741.67239607131
1917,244800.96447672238
1918,140100.92467575485
1919,170085.0059731494
1920,160566.01570856772
1921,413154.9034768251
1922,312553.12515111954
1923,217176.80340657747
1924,240049.85260869702
1925,204332.74058132476
1926,371907.3701360892
1927,138737.0799295159
1928,159548.92314439127
1929,123830.03253039604
1930,130394.72841354957
1931,142836.86633652425
1932,140178.5494471059
1933,176711.95747642516
1934,181349.2306923064
1935,172838.8076590338
1936,186270.45052635676
1937,175946.31088235808
1938,175080.9446005804
1939,241316.08541570426
1940,189671.70458232512
1941,167839.44904225896
1942,181383.7884551184
1943,202566.7379830263
1944,342458.21981006535
1945,370931.83008791436
1946,148874.4976114585
1947,241068.77693865477
1948,163742.63276535732
1949,236671.5541412037
1950,184461.10177870316
1951,248103.94325246848
1952,216614.24307295211
1953,168475.6148137193
1954,182291.3200264033
1955,132974.85724419277
1956,289450.5005003475
1957,156137.3030689953
1958,293357.2651266358
1959,147405.1361779685
1960,114316.7289753758
1961,120161.26053073378
1962,98043.15807187307
1963,104679.35856706233
1964,107052.1214636068
1965,145095.705980064
1966,139439.44849227945
1967,282602.8985763075
1968,435546.7798741761
1969,379762.79360123625
1970,429173.26911055186
1971,460150.785451448
1972,364995.85432422074
1973,264549.4173710756
1974,326877.2962832571
1975,439174.98225073493
1976,270168.1109031425
1977,368142.6801448111
1978,364102.77077344834
1979,325340.9383667787
1980,201462.17815090044
1981,341427.5610789434
1982,225691.7220079777
1983,206064.10465456557
1984,170721.09770478637
1985,216260.44075656726
1986,215121.6821841842
1987,176614.77121153998
1988,180126.4792320051
1989,191534.7487350735
1990,211003.40303049033
1991,224625.95841586532
1992,207737.31494099964
1993,171866.72256129343
1994,228092.78468088573
1995,185495.6937022322
1996,258499.3295591351
1997,301017.61789237836
1998,333007.72709942225
1999,263508.6770808873
2000,316229.98319277767
2001,272201.7649907924
2002,238920.16262751637
2003,248664.34964649368
2004,269107.70801007794
2005,219740.5493230388
2006,217722.45862105204
2007,248754.84333690294
2008,214343.69237376543
2009,196949.3114458292
2010,195596.96684530098
2011,134967.22026374427
2012,175990.52834279925
2013,181707.30047542806
2014,187010.08970292268
2015,199483.32784383037
2016,197696.5529674744
2017,195488.80110236342
2018,122963.76639141925
2019,134737.7158598754
2020,109658.37611860764
2021,106446.81239211009
2022,182463.98373151422
2023,141275.2598786549
2024,261821.42206971935
2025,357790.8911679345
2026,176384.0380492328
2027,159610.31279499686
2028,153777.72465568187
2029,167511.63380514688
2030,261119.87287969392
2031,217491.38482191841
2032,238892.96388519835
2033,251196.17294930707
2034,166437.61678247017
2035,207601.7823217211
2036,187837.99153345232
2037,200517.53346830935
2038,294705.1207737285
2039,215182.60948336442
2040,279877.9507062516
2041,286968.4063333086
2042,199949.22550294036
2043,173912.27669940214
2044,161558.90359251425
2045,211267.192345357
2046,149461.97834798798
2047,148707.45645656512
2048,136527.27774954945
2049,137594.7981239916
2050,172016.35266807213
2051,106161.60715176175
2052,125465.86447111794
2053,147080.48091126405
2054,87568.10526449411
2055,155802.71485820194
2056,143344.06771625424
2057,120756.47108549703
2058,225928.26263016489
2059,135718.14516528926
2060,171883.07859218773
2061,173210.34011598164
2062,133203.27139140095
2063,114441.67419325311
2064,142430.7302910406
2065,116741.54634046533
2066,161975.42360295082
2067,116059.04047475694
2068,141982.96060346792
2069,79977.72661778543
2070,109498.96154060662
2071,103280.94008701925
2072,133370.28009587614
2073,136054.0582567886
2074,168597.32218435683
2075,142071.12288485083
2076,119712.98415534673
2077,153747.66167164448
2078,128407.47208371888
2079,131265.954470331
2080,118015.94892803626
2081,125975.08642397112
2082,121640.42486744712
2083,141050.32567863056
2084,111856.91601652681
2085,120805.25620350853
2086,103731.53560247243
2087,119364.91754559011
2088,102893.52010146566
2089,86976.40082294281
2090,128610.53607741023
2091,117171.59138872285
2092,128401.37921432816
2093,119416.42835110477
2094,113290.39094143949
2095,149819.65834386894
2096,84988.81667191311
2097,98873.7116013297
2098,147947.0573574414
2099,57794.634609480905
2100,83437.78023359278
2101,117371.8023379638
2102,123350.4863563106
2103,103277.95516128064
2104,122086.5899074292
2105,125635.13442136599
